"Points:0","Points:1","Points:2"
0.50727,0.10949,0
0.50761,0.10932,0
0.5073,0.10948,0
0.50761,0.10933,0
0.50734,0.10948,0
0.50762,0.10934,0
0.50738,0.10948,0
0.50763,0.10935,0
0.50741,0.10947,0
0.50763,0.10936,0
0.50745,0.10947,0
0.50764,0.10938,0
0.50749,0.10947,0
0.50765,0.10939,0
0.50752,0.10946,0
0.50765,0.1094,0
0.50756,0.10946,0
0.50766,0.10941,0
0.50759,0.10946,0
0.50767,0.10942,0
0.50763,0.10945,0
0.50767,0.10943,0
0.50767,0.10945,0
0.50768,0.10944,0
0.51985,0.051612,0
0.51969,0.050564,0
0.51936,0.051949,0
0.51887,0.052286,0
0.51839,0.052623,0
0.43669,0.10332,0
0.43676,0.10331,0
0.43662,0.10338,0
0.43679,0.10335,0
0.43656,0.10344,0
0.43681,0.1034,0
0.4365,0.1035,0
0.43684,0.10344,0
0.43643,0.10355,0
0.43687,0.10349,0
0.43637,0.10361,0
0.43689,0.10353,0
0.43631,0.10367,0
0.43692,0.10357,0
0.43624,0.10373,0
0.43695,0.10362,0
0.43618,0.10379,0
0.43697,0.10366,0
0.43611,0.10384,0
0.437,0.1037,0
0.43605,0.1039,0
0.43703,0.10375,0
0.43599,0.10396,0
0.43705,0.10379,0
0.43592,0.10402,0
0.43708,0.10383,0
0.43586,0.10407,0
0.43711,0.10388,0
0.43579,0.10413,0
0.43713,0.10392,0
0.43573,0.10419,0
0.43716,0.10396,0
0.43567,0.10425,0
0.43718,0.10401,0
0.4356,0.10431,0
0.43721,0.10405,0
0.43554,0.10436,0
0.43724,0.1041,0
0.43547,0.10442,0
0.43726,0.10414,0
0.43541,0.10448,0
0.43729,0.10418,0
0.43535,0.10454,0
0.43732,0.10423,0
0.43528,0.1046,0
0.43734,0.10427,0
0.43522,0.10465,0
0.43737,0.10431,0
0.43515,0.10471,0
0.4374,0.10436,0
0.43509,0.10477,0
0.43742,0.1044,0
0.43503,0.10483,0
0.43745,0.10444,0
0.43496,0.10489,0
0.43748,0.10449,0
0.4349,0.10494,0
0.4375,0.10453,0
0.43484,0.105,0
0.43753,0.10457,0
0.43477,0.10506,0
0.43756,0.10462,0
0.43471,0.10512,0
0.43758,0.10466,0
0.43464,0.10517,0
0.43761,0.10471,0
0.43458,0.10523,0
0.43764,0.10475,0
0.43452,0.10529,0
0.43766,0.10479,0
0.43445,0.10535,0
0.43769,0.10484,0
0.43439,0.10541,0
0.43771,0.10488,0
0.43432,0.10546,0
0.43774,0.10492,0
0.43426,0.10552,0
0.43777,0.10497,0
0.4342,0.10558,0
0.43779,0.10501,0
0.43782,0.10505,0
0.43785,0.1051,0
0.43787,0.10514,0
0.4379,0.10518,0
0.43793,0.10523,0
0.43795,0.10527,0
0.43798,0.10532,0
0.43801,0.10536,0
0.43803,0.1054,0
0.43806,0.10545,0
0.43809,0.10549,0
0.43811,0.10553,0
0.43814,0.10558,0
0.43817,0.10562,0
0.43819,0.10566,0
0.43822,0.10571,0
0.43824,0.10575,0
0.43827,0.10579,0
0.4383,0.10584,0
0.43832,0.10588,0
0.43835,0.10593,0
0.43838,0.10597,0
0.4384,0.10601,0
0.43843,0.10606,0
0.43846,0.1061,0
0.43848,0.10614,0
0.43851,0.10619,0
0.43854,0.10623,0
0.43856,0.10627,0
0.43859,0.10632,0
0.43862,0.10636,0
0.43864,0.1064,0
0.43867,0.10645,0
0.4387,0.10649,0
0.43872,0.10654,0
0.43875,0.10658,0
0.43877,0.10662,0
0.4388,0.10667,0
0.43883,0.10671,0
0.43885,0.10675,0
0.43888,0.1068,0
0.43891,0.10684,0
0.43893,0.10688,0
0.43896,0.10693,0
0.43899,0.10697,0
0.43901,0.10701,0
0.43904,0.10706,0
0.43907,0.1071,0
0.43909,0.10715,0
0.43912,0.10719,0
0.43915,0.10723,0
0.43917,0.10728,0
0.4392,0.10732,0
0.43923,0.10736,0
0.43925,0.10741,0
0.43928,0.10745,0
0.4393,0.10749,0
0.43933,0.10754,0
0.43936,0.10758,0
0.47157,0.11436,0
0.47157,0.11438,0
0.47156,0.11439,0
0.47155,0.1144,0
0.47155,0.11442,0
0.47154,0.11443,0
0.47154,0.11444,0
0.47153,0.11446,0
0.47153,0.11447,0
0.47152,0.11448,0
0.47151,0.11449,0
0.47151,0.11451,0
0.4715,0.11452,0
0.4715,0.11453,0
0.47149,0.11455,0
0.47148,0.11456,0
0.47148,0.11457,0
0.47147,0.11459,0
0.47147,0.1146,0
0.47146,0.11461,0
0.47146,0.11463,0
0.47145,0.11464,0
0.47144,0.11465,0
0.47144,0.11467,0
0.47143,0.11468,0
0.47143,0.11469,0
0.47142,0.1147,0
0.47142,0.11472,0
0.47141,0.11473,0
0.4714,0.11474,0
0.4714,0.11476,0
0.47139,0.11477,0
0.47139,0.11478,0
0.47138,0.1148,0
0.47137,0.11481,0
0.47137,0.11482,0
0.47136,0.11484,0
0.47136,0.11485,0
0.47135,0.11486,0
0.47135,0.11488,0
0.47134,0.11489,0
0.47133,0.1149,0
0.47133,0.11491,0
0.47132,0.11493,0
0.47132,0.11494,0
0.47131,0.11495,0
0.47131,0.11497,0
0.4713,0.11498,0
0.47129,0.11499,0
0.47129,0.11501,0
0.47128,0.11502,0
0.47128,0.11503,0
0.47127,0.11505,0
0.47126,0.11506,0
0.47126,0.11507,0
0.47125,0.11509,0
0.47125,0.1151,0
0.47124,0.11511,0
0.47124,0.11512,0
0.47123,0.11514,0
0.47122,0.11515,0
0.47122,0.11516,0
0.47121,0.11518,0
0.47121,0.11519,0
0.4712,0.1152,0
0.4712,0.11522,0
0.47119,0.11523,0
0.47118,0.11524,0
0.47118,0.11526,0
0.47117,0.11527,0
0.47117,0.11528,0
0.47116,0.1153,0
0.47115,0.11531,0
0.47115,0.11532,0
0.47114,0.11533,0
0.47114,0.11535,0
0.47113,0.11536,0
0.47113,0.11537,0
0.46713,0.11564,0
0.47112,0.11539,0
0.46715,0.11566,0
0.47111,0.1154,0
0.46716,0.11567,0
0.47111,0.11541,0
0.46717,0.11568,0
0.4711,0.11543,0
0.46718,0.11569,0
0.4711,0.11544,0
0.46719,0.1157,0
0.47109,0.11545,0
0.46721,0.11572,0
0.47109,0.11547,0
0.46722,0.11573,0
0.47108,0.11548,0
0.46723,0.11574,0
0.47107,0.11549,0
0.46724,0.11575,0
0.47107,0.11551,0
0.46726,0.11576,0
0.47106,0.11552,0
0.46727,0.11577,0
0.47106,0.11553,0
0.46728,0.11579,0
0.47105,0.11554,0
0.46729,0.1158,0
0.47104,0.11556,0
0.46731,0.11581,0
0.47104,0.11557,0
0.46732,0.11582,0
0.47103,0.11558,0
0.46733,0.11583,0
0.47103,0.1156,0
0.46734,0.11585,0
0.47102,0.11561,0
0.46735,0.11586,0
0.47102,0.11562,0
0.46737,0.11587,0
0.47101,0.11564,0
0.46738,0.11588,0
0.471,0.11565,0
0.46739,0.11589,0
0.471,0.11566,0
0.4674,0.11591,0
0.47099,0.11568,0
0.46742,0.11592,0
0.47099,0.11569,0
0.46743,0.11593,0
0.47098,0.1157,0
0.46744,0.11594,0
0.47098,0.11572,0
0.46745,0.11595,0
0.47097,0.11573,0
0.46747,0.11597,0
0.47096,0.11574,0
0.46748,0.11598,0
0.47096,0.11575,0
0.46749,0.11599,0
0.47095,0.11577,0
0.4675,0.116,0
0.47095,0.11578,0
0.46751,0.11601,0
0.47094,0.11579,0
0.46753,0.11603,0
0.47093,0.11581,0
0.46754,0.11604,0
0.47093,0.11582,0
0.46755,0.11605,0
0.47092,0.11583,0
0.46756,0.11606,0
0.47092,0.11585,0
0.46758,0.11607,0
0.47091,0.11586,0
0.46759,0.11609,0
0.47091,0.11587,0
0.4676,0.1161,0
0.4709,0.11589,0
0.46761,0.11611,0
0.47089,0.1159,0
0.46763,0.11612,0
0.47089,0.11591,0
0.46764,0.11613,0
0.47088,0.11593,0
0.46765,0.11615,0
0.47088,0.11594,0
0.46766,0.11616,0
0.47087,0.11595,0
0.46767,0.11617,0
0.47087,0.11596,0
0.46769,0.11618,0
0.47086,0.11598,0
0.4677,0.11619,0
0.47085,0.11599,0
0.46771,0.11621,0
0.47085,0.116,0
0.46772,0.11622,0
0.47084,0.11602,0
0.46774,0.11623,0
0.47084,0.11603,0
0.46775,0.11624,0
0.47083,0.11604,0
0.46776,0.11625,0
0.47082,0.11606,0
0.46777,0.11627,0
0.47082,0.11607,0
0.46779,0.11628,0
0.47081,0.11608,0
0.4678,0.11629,0
0.47081,0.1161,0
0.46781,0.1163,0
0.4708,0.11611,0
0.46782,0.11631,0
0.4708,0.11612,0
0.46783,0.11633,0
0.47079,0.11614,0
0.46785,0.11634,0
0.47078,0.11615,0
0.46786,0.11635,0
0.47078,0.11616,0
0.46787,0.11636,0
0.47077,0.11617,0
0.46788,0.11637,0
0.47077,0.11619,0
0.4679,0.11638,0
0.47076,0.1162,0
0.46791,0.1164,0
0.47076,0.11621,0
0.46792,0.11641,0
0.47075,0.11623,0
0.46793,0.11642,0
0.47074,0.11624,0
0.46795,0.11643,0
0.47074,0.11625,0
0.46796,0.11644,0
0.47073,0.11627,0
0.46797,0.11646,0
0.47073,0.11628,0
0.46798,0.11647,0
0.47072,0.11629,0
0.46799,0.11648,0
0.47071,0.11631,0
0.46801,0.11649,0
0.47071,0.11632,0
0.46802,0.1165,0
0.4707,0.11633,0
0.46803,0.11652,0
0.4707,0.11635,0
0.46804,0.11653,0
0.47069,0.11636,0
0.46806,0.11654,0
0.47069,0.11637,0
0.46807,0.11655,0
0.47068,0.11638,0
0.46808,0.11656,0
0.47067,0.1164,0
0.46809,0.11658,0
0.47067,0.11641,0
0.46811,0.11659,0
0.47066,0.11642,0
0.46812,0.1166,0
0.47066,0.11644,0
0.46813,0.11661,0
0.47065,0.11645,0
0.46814,0.11662,0
0.47065,0.11646,0
0.46815,0.11664,0
0.47064,0.11648,0
0.46817,0.11665,0
0.47063,0.11649,0
0.46818,0.11666,0
0.47063,0.1165,0
0.46819,0.11667,0
0.47062,0.11652,0
0.4682,0.11668,0
0.47062,0.11653,0
0.46822,0.1167,0
0.47061,0.11654,0
0.46823,0.11671,0
0.4706,0.11656,0
0.46824,0.11672,0
0.4706,0.11657,0
0.46825,0.11673,0
0.47059,0.11658,0
0.46827,0.11674,0
0.47059,0.11659,0
0.46828,0.11676,0
0.47058,0.11661,0
0.46829,0.11677,0
0.47058,0.11662,0
0.4683,0.11678,0
0.47057,0.11663,0
0.46831,0.11679,0
0.47056,0.11665,0
0.46833,0.1168,0
0.47056,0.11666,0
0.46834,0.11682,0
0.47055,0.11667,0
0.46835,0.11683,0
0.47055,0.11669,0
0.46836,0.11684,0
0.47054,0.1167,0
0.46838,0.11685,0
0.47053,0.11671,0
0.46839,0.11686,0
0.47053,0.11673,0
0.4684,0.11688,0
0.47052,0.11674,0
0.46841,0.11689,0
0.47052,0.11675,0
0.46843,0.1169,0
0.47051,0.11677,0
0.46844,0.11691,0
0.47051,0.11678,0
0.46845,0.11692,0
0.4705,0.11679,0
0.46846,0.11694,0
0.47049,0.1168,0
0.46847,0.11695,0
0.47049,0.11682,0
0.46849,0.11696,0
0.47048,0.11683,0
0.4685,0.11697,0
0.47048,0.11684,0
0.46851,0.11698,0
0.47047,0.11686,0
0.46852,0.117,0
0.47047,0.11687,0
0.46854,0.11701,0
0.47046,0.11688,0
0.46855,0.11702,0
0.47045,0.1169,0
0.46856,0.11703,0
0.47045,0.11691,0
0.46857,0.11704,0
0.47044,0.11692,0
0.46859,0.11705,0
0.47044,0.11694,0
0.4686,0.11707,0
0.47043,0.11695,0
0.46861,0.11708,0
0.47042,0.11696,0
0.46862,0.11709,0
0.47042,0.11698,0
0.46864,0.1171,0
0.47041,0.11699,0
0.46865,0.11711,0
0.47041,0.117,0
0.46866,0.11713,0
0.4704,0.11701,0
0.46867,0.11714,0
0.4704,0.11703,0
0.46868,0.11715,0
0.47039,0.11704,0
0.4687,0.11716,0
0.47038,0.11705,0
0.46871,0.11717,0
0.47038,0.11707,0
0.46872,0.11719,0
0.47037,0.11708,0
0.46873,0.1172,0
0.47037,0.11709,0
0.46875,0.11721,0
0.47036,0.11711,0
0.46876,0.11722,0
0.47036,0.11712,0
0.46877,0.11723,0
0.47035,0.11713,0
0.46878,0.11725,0
0.47034,0.11715,0
0.4688,0.11726,0
0.47034,0.11716,0
0.46881,0.11727,0
0.47033,0.11717,0
0.46882,0.11728,0
0.47033,0.11719,0
0.46883,0.11729,0
0.47032,0.1172,0
0.46884,0.11731,0
0.47031,0.11721,0
0.46886,0.11732,0
0.47031,0.11722,0
0.46887,0.11733,0
0.4703,0.11724,0
0.46888,0.11734,0
0.4703,0.11725,0
0.46889,0.11735,0
0.47029,0.11726,0
0.46891,0.11737,0
0.47029,0.11728,0
0.46892,0.11738,0
0.47028,0.11729,0
0.46893,0.11739,0
0.47027,0.1173,0
0.46894,0.1174,0
0.47027,0.11732,0
0.46896,0.11741,0
0.47026,0.11733,0
0.46897,0.11743,0
0.47026,0.11734,0
0.46898,0.11744,0
0.47025,0.11736,0
0.46899,0.11745,0
0.47025,0.11737,0
0.469,0.11746,0
0.47024,0.11738,0
0.46902,0.11747,0
0.47023,0.1174,0
0.46903,0.11749,0
0.47023,0.11741,0
0.46904,0.1175,0
0.47022,0.11742,0
0.46905,0.11751,0
0.47022,0.11743,0
0.46907,0.11752,0
0.47021,0.11745,0
0.46908,0.11753,0
0.4702,0.11746,0
0.46909,0.11755,0
0.4702,0.11747,0
0.4691,0.11756,0
0.47019,0.11749,0
0.46912,0.11757,0
0.47019,0.1175,0
0.46913,0.11758,0
0.47018,0.11751,0
0.46914,0.11759,0
0.47018,0.11753,0
0.46915,0.11761,0
0.47017,0.11754,0
0.46916,0.11762,0
0.47016,0.11755,0
0.46918,0.11763,0
0.47016,0.11757,0
0.46919,0.11764,0
0.47015,0.11758,0
0.4692,0.11765,0
0.47015,0.11759,0
0.46921,0.11766,0
0.47014,0.11761,0
0.46923,0.11768,0
0.47014,0.11762,0
0.46924,0.11769,0
0.47013,0.11763,0
0.46925,0.1177,0
0.47012,0.11764,0
0.46926,0.11771,0
0.47012,0.11766,0
0.46928,0.11772,0
0.47011,0.11767,0
0.46929,0.11774,0
0.47011,0.11768,0
0.4693,0.11775,0
0.4701,0.1177,0
0.46931,0.11776,0
0.47009,0.11771,0
0.46932,0.11777,0
0.47009,0.11772,0
0.46934,0.11778,0
0.47008,0.11774,0
0.46935,0.1178,0
0.47008,0.11775,0
0.46936,0.11781,0
0.47007,0.11776,0
0.46937,0.11782,0
0.47007,0.11778,0
0.46939,0.11783,0
0.47006,0.11779,0
0.4694,0.11784,0
0.47005,0.1178,0
0.46941,0.11786,0
0.47005,0.11782,0
0.46942,0.11787,0
0.47004,0.11783,0
0.46944,0.11788,0
0.47004,0.11784,0
0.46945,0.11789,0
0.47003,0.11785,0
0.46946,0.1179,0
0.47003,0.11787,0
0.46947,0.11792,0
0.47002,0.11788,0
0.46948,0.11793,0
0.47001,0.11789,0
0.4695,0.11794,0
0.47001,0.11791,0
0.46951,0.11795,0
0.47,0.11792,0
0.46952,0.11796,0
0.47,0.11793,0
0.46953,0.11798,0
0.46999,0.11795,0
0.46955,0.11799,0
0.46998,0.11796,0
0.46956,0.118,0
0.46998,0.11797,0
0.46957,0.11801,0
0.46997,0.11799,0
0.46958,0.11802,0
0.46997,0.118,0
0.4696,0.11804,0
0.46996,0.11801,0
0.46961,0.11805,0
0.46996,0.11803,0
0.46962,0.11806,0
0.46995,0.11804,0
0.46963,0.11807,0
0.46994,0.11805,0
0.46964,0.11808,0
0.46994,0.11806,0
0.46966,0.1181,0
0.46993,0.11808,0
0.46967,0.11811,0
0.46993,0.11809,0
0.46968,0.11812,0
0.46992,0.1181,0
0.46969,0.11813,0
0.46992,0.11812,0
0.46971,0.11814,0
0.46991,0.11813,0
0.46972,0.11816,0
0.4699,0.11814,0
0.46973,0.11817,0
0.4699,0.11816,0
0.46974,0.11818,0
0.46989,0.11817,0
0.46976,0.11819,0
0.46989,0.11818,0
0.46977,0.1182,0
0.46988,0.1182,0
0.46978,0.11822,0
0.46987,0.11821,0
0.46979,0.11823,0
0.46987,0.11822,0
0.4698,0.11824,0
0.46986,0.11824,0
0.46982,0.11825,0
0.46986,0.11825,0
0.46983,0.11826,0
0.46985,0.11826,0
0.46984,0.11827,0
0.46985,0.11827,0
0.50484,0.043926,0
0.50415,0.043725,0
0.50424,0.042496,0
0.47437,0.10554,0
0.47444,0.10557,0
0.4745,0.1056,0
0.47457,0.10563,0
0.47463,0.10566,0
0.4747,0.10569,0
0.47476,0.10572,0
0.47483,0.10575,0
0.47489,0.10578,0
0.47496,0.10581,0
0.47502,0.10584,0
0.47509,0.10587,0
0.47515,0.1059,0
0.47522,0.10593,0
0.47528,0.10596,0
0.47535,0.10599,0
0.47541,0.10602,0
0.47548,0.10605,0
0.47554,0.10608,0
0.47561,0.10611,0
0.47568,0.10614,0
0.47574,0.10617,0
0.47581,0.1062,0
0.47587,0.10623,0
0.47594,0.10627,0
0.476,0.1063,0
0.47607,0.10633,0
0.47613,0.10636,0
0.4762,0.10639,0
0.47626,0.10642,0
0.47633,0.10645,0
0.47639,0.10648,0
0.47646,0.10651,0
0.47652,0.10654,0
0.47659,0.10657,0
0.47665,0.1066,0
0.47672,0.10663,0
0.47678,0.10666,0
0.47685,0.10669,0
0.47691,0.10672,0
0.47698,0.10675,0
0.47704,0.10678,0
0.47711,0.10681,0
0.47718,0.10684,0
0.47724,0.10687,0
0.47731,0.1069,0
0.47737,0.10693,0
0.47744,0.10696,0
0.4775,0.10699,0
0.47757,0.10702,0
0.47763,0.10705,0
0.51504,0.089235,0
0.51506,0.089271,0
0.51508,0.089307,0
0.51511,0.089342,0
0.51513,0.089378,0
0.51515,0.089414,0
0.51518,0.089449,0
0.5152,0.089485,0
0.51523,0.089521,0
0.51525,0.089556,0
0.51527,0.089592,0
0.5153,0.089628,0
0.51532,0.089664,0
0.51534,0.089699,0
0.51537,0.089735,0
0.51539,0.089771,0
0.51541,0.089806,0
0.51544,0.089842,0
0.51546,0.089878,0
0.51549,0.089913,0
0.51551,0.089949,0
0.51553,0.089985,0
0.51556,0.090021,0
0.51558,0.090056,0
0.5156,0.090092,0
0.51563,0.090128,0
0.51565,0.090163,0
0.51567,0.090199,0
0.5157,0.090235,0
0.51572,0.090271,0
0.51575,0.090306,0
0.51577,0.090342,0
0.51579,0.090378,0
0.51582,0.090413,0
0.51584,0.090449,0
0.51586,0.090485,0
0.51589,0.09052,0
0.51591,0.090556,0
0.51593,0.090592,0
0.51596,0.090628,0
0.51598,0.090663,0
0.51601,0.090699,0
0.51603,0.090735,0
0.51605,0.09077,0
0.51608,0.090806,0
0.5161,0.090842,0
0.51612,0.090878,0
0.51615,0.090913,0
0.51617,0.090949,0
0.51619,0.090985,0
0.51622,0.09102,0
0.51624,0.091056,0
0.51626,0.091092,0
0.51629,0.091127,0
0.51631,0.091163,0
0.51634,0.091199,0
0.51636,0.091235,0
0.51638,0.09127,0
0.51641,0.091306,0
0.51643,0.091342,0
0.50409,0.085607,0
0.50518,0.083892,0
0.50483,0.085401,0
0.5056,0.084191,0
0.50557,0.085194,0
0.50602,0.08449,0
0.50631,0.084987,0
0.50644,0.084788,0
0.5127,0.015665,0
0.51153,0.015243,0
0.51949,0.0913,0
0.5195,0.09129,0
0.51949,0.091331,0
0.51953,0.091298,0
0.5195,0.091362,0
0.51956,0.091306,0
0.51951,0.091393,0
0.5196,0.091313,0
0.51952,0.091424,0
0.51963,0.091321,0
0.51952,0.091455,0
0.51966,0.091329,0
0.51953,0.091486,0
0.51969,0.091337,0
0.51954,0.091517,0
0.51973,0.091344,0
0.51954,0.091549,0
0.51976,0.091352,0
0.51955,0.09158,0
0.51979,0.09136,0
0.51956,0.091611,0
0.51983,0.091368,0
0.51956,0.091642,0
0.51986,0.091375,0
0.51957,0.091673,0
0.51989,0.091383,0
0.51958,0.091704,0
0.51992,0.091391,0
0.51958,0.091735,0
0.51996,0.091398,0
0.51959,0.091766,0
0.51999,0.091406,0
0.5196,0.091797,0
0.52002,0.091414,0
0.5196,0.091828,0
0.52005,0.091422,0
0.51961,0.091859,0
0.52009,0.091429,0
0.51962,0.09189,0
0.52012,0.091437,0
0.51962,0.091921,0
0.52015,0.091445,0
0.51963,0.091952,0
0.52018,0.091453,0
0.51964,0.091983,0
0.52022,0.09146,0
0.51964,0.092015,0
0.52025,0.091468,0
0.51965,0.092046,0
0.52028,0.091476,0
0.51966,0.092077,0
0.52032,0.091484,0
0.51966,0.092108,0
0.52035,0.091491,0
0.51967,0.092139,0
0.52038,0.091499,0
0.51968,0.09217,0
0.52041,0.091507,0
0.51968,0.092201,0
0.52045,0.091515,0
0.51969,0.092232,0
0.52048,0.091522,0
0.5197,0.092263,0
0.52051,0.09153,0
0.51971,0.092294,0
0.52054,0.091538,0
0.51971,0.092325,0
0.52058,0.091545,0
0.51972,0.092356,0
0.52061,0.091553,0
0.51973,0.092387,0
0.52064,0.091561,0
0.51973,0.092418,0
0.52067,0.091569,0
0.51974,0.09245,0
0.52071,0.091576,0
0.51975,0.092481,0
0.52074,0.091584,0
0.51975,0.092512,0
0.52077,0.091592,0
0.51976,0.092543,0
0.5208,0.0916,0
0.51977,0.092574,0
0.52084,0.091607,0
0.51977,0.092605,0
0.52087,0.091615,0
0.51978,0.092636,0
0.5209,0.091623,0
0.51979,0.092667,0
0.52094,0.091631,0
0.51979,0.092698,0
0.52097,0.091638,0
0.5198,0.092729,0
0.521,0.091646,0
0.51981,0.09276,0
0.52103,0.091654,0
0.51981,0.092791,0
0.52107,0.091662,0
0.51982,0.092822,0
0.5211,0.091669,0
0.51983,0.092853,0
0.52113,0.091677,0
0.51983,0.092884,0
0.52116,0.091685,0
0.51984,0.092916,0
0.5212,0.091693,0
0.51985,0.092947,0
0.52123,0.0917,0
0.51985,0.092978,0
0.52126,0.091708,0
0.51986,0.093009,0
0.52129,0.091716,0
0.51987,0.09304,0
0.52133,0.091723,0
0.51987,0.093071,0
0.52136,0.091731,0
0.51988,0.093102,0
0.52139,0.091739,0
0.51989,0.093133,0
0.52142,0.091747,0
0.5199,0.093164,0
0.52146,0.091754,0
0.5199,0.093195,0
0.52149,0.091762,0
0.51991,0.093226,0
0.52152,0.09177,0
0.51992,0.093257,0
0.52156,0.091778,0
0.51992,0.093288,0
0.52159,0.091785,0
0.51993,0.093319,0
0.52162,0.091793,0
0.51994,0.093351,0
0.52165,0.091801,0
0.51994,0.093382,0
0.52169,0.091809,0
0.51995,0.093413,0
0.52172,0.091816,0
0.51996,0.093444,0
0.52175,0.091824,0
0.51996,0.093475,0
0.52178,0.091832,0
0.51997,0.093506,0
0.52182,0.09184,0
0.51998,0.093537,0
0.52185,0.091847,0
0.51998,0.093568,0
0.52188,0.091855,0
0.51999,0.093599,0
0.52191,0.091863,0
0.52,0.09363,0
0.52195,0.09187,0
0.52,0.093661,0
0.52198,0.091878,0
0.52001,0.093692,0
0.52201,0.091886,0
0.52002,0.093723,0
0.52204,0.091894,0
0.52002,0.093754,0
0.52208,0.091901,0
0.52003,0.093785,0
0.52211,0.091909,0
0.52004,0.093817,0
0.52214,0.091917,0
0.52004,0.093848,0
0.52218,0.091925,0
0.52005,0.093879,0
0.52221,0.091932,0
0.52006,0.09391,0
0.52224,0.09194,0
0.52006,0.093941,0
0.52227,0.091948,0
0.5201,0.093949,0
0.52231,0.091956,0
0.52021,0.093881,0
0.52234,0.091963,0
0.52033,0.093812,0
0.52237,0.091971,0
0.52045,0.093743,0
0.5224,0.091979,0
0.52057,0.093675,0
0.52244,0.091987,0
0.52068,0.093606,0
0.52247,0.091994,0
0.5208,0.093538,0
0.5225,0.092002,0
0.52092,0.093469,0
0.52253,0.09201,0
0.52103,0.0934,0
0.52257,0.092018,0
0.52115,0.093332,0
0.5226,0.092025,0
0.52127,0.093263,0
0.52263,0.092033,0
0.52139,0.093195,0
0.52267,0.092041,0
0.5215,0.093126,0
0.5227,0.092048,0
0.52162,0.093058,0
0.52273,0.092056,0
0.52174,0.092989,0
0.52276,0.092064,0
0.52186,0.09292,0
0.5228,0.092072,0
0.52197,0.092852,0
0.52283,0.092079,0
0.52209,0.092783,0
0.52286,0.092087,0
0.52221,0.092715,0
0.52289,0.092095,0
0.52232,0.092646,0
0.52293,0.092103,0
0.52244,0.092577,0
0.52296,0.09211,0
0.52256,0.092509,0
0.52299,0.092118,0
0.52268,0.09244,0
0.52302,0.092126,0
0.52279,0.092372,0
0.52306,0.092134,0
0.52291,0.092303,0
0.52309,0.092141,0
0.52303,0.092234,0
0.52312,0.092149,0
0.52314,0.092166,0
0.52315,0.092157,0
0.50931,0.041044,0
0.50926,0.041492,0
0.50891,0.040339,0
0.50878,0.041596,0
0.50844,0.040362,0
0.50829,0.041701,0
0.50787,0.041242,0
0.50781,0.041806,0
0.46522,0.1129,0
0.46523,0.11291,0
0.46524,0.11293,0
0.46525,0.11294,0
0.46526,0.11296,0
0.46527,0.11297,0
0.46528,0.11298,0
0.46529,0.113,0
0.4653,0.11301,0
0.46531,0.11303,0
0.46532,0.11304,0
0.46533,0.11306,0
0.46534,0.11307,0
0.46535,0.11309,0
0.46536,0.1131,0
0.46537,0.11312,0
0.46538,0.11313,0
0.46539,0.11315,0
0.4654,0.11316,0
0.46541,0.11317,0
0.46542,0.11319,0
0.46543,0.1132,0
0.46544,0.11322,0
0.46545,0.11323,0
0.46546,0.11325,0
0.46547,0.11326,0
0.46549,0.11328,0
0.4655,0.11329,0
0.46551,0.11331,0
0.46552,0.11332,0
0.46553,0.11334,0
0.46554,0.11335,0
0.46555,0.11336,0
0.46556,0.11338,0
0.46557,0.11339,0
0.46558,0.11341,0
0.46559,0.11342,0
0.4656,0.11344,0
0.46561,0.11345,0
0.46562,0.11347,0
0.46563,0.11348,0
0.46564,0.1135,0
0.46565,0.11351,0
0.46566,0.11353,0
0.46567,0.11354,0
0.46568,0.11355,0
0.46569,0.11357,0
0.4657,0.11358,0
0.46571,0.1136,0
0.46572,0.11361,0
0.46573,0.11363,0
0.46574,0.11364,0
0.46575,0.11366,0
0.46576,0.11367,0
0.46577,0.11369,0
0.46578,0.1137,0
0.46579,0.11372,0
0.4658,0.11373,0
0.46581,0.11374,0
0.46582,0.11376,0
0.46583,0.11377,0
0.46584,0.11379,0
0.46585,0.1138,0
0.46586,0.11382,0
0.46587,0.11383,0
0.46588,0.11385,0
0.46589,0.11386,0
0.4659,0.11388,0
0.46591,0.11389,0
0.46592,0.11391,0
0.46593,0.11392,0
0.46594,0.11394,0
0.46595,0.11395,0
0.46596,0.11396,0
0.46597,0.11398,0
0.46598,0.11399,0
0.46599,0.11401,0
0.466,0.11402,0
0.46601,0.11404,0
0.46602,0.11405,0
0.46603,0.11407,0
0.46604,0.11408,0
0.46605,0.1141,0
0.46606,0.11411,0
0.46607,0.11413,0
0.46608,0.11414,0
0.46609,0.11415,0
0.4661,0.11417,0
0.46612,0.11418,0
0.46613,0.1142,0
0.46614,0.11421,0
0.46615,0.11423,0
0.46616,0.11424,0
0.46617,0.11426,0
0.46618,0.11427,0
0.46619,0.11429,0
0.4662,0.1143,0
0.46621,0.11432,0
0.46622,0.11433,0
0.46623,0.11434,0
0.46624,0.11436,0
0.46625,0.11437,0
0.46626,0.11439,0
0.46627,0.1144,0
0.46628,0.11442,0
0.46629,0.11443,0
0.4663,0.11445,0
0.46631,0.11446,0
0.46632,0.11448,0
0.46633,0.11449,0
0.46634,0.11451,0
0.46635,0.11452,0
0.46636,0.11453,0
0.46637,0.11455,0
0.46638,0.11456,0
0.46639,0.11458,0
0.4664,0.11459,0
0.46641,0.11461,0
0.46642,0.11462,0
0.46643,0.11464,0
