0.00050	2.48755
0.00100	2.48835
0.00150	2.48912
0.00200	2.48989
0.00250	2.49064
0.00300	2.49140
0.00350	2.49214
0.00400	2.49286
0.00450	2.49358
0.00500	2.49428
0.00550	2.49498
0.00600	2.49565
0.00650	2.49632
0.00700	2.49697
0.00750	2.49761
0.00800	2.49826
0.00850	2.49886
0.00900	2.49945
0.00950	2.50005
0.01000	2.50064
0.01050	2.50118
0.01100	2.50174
0.01150	2.50226
0.01200	2.50280
0.01250	2.50329
0.01300	2.50378
0.01350	2.50425
0.01400	2.50471
0.01450	2.50515
0.01500	2.50557
0.01550	2.50599
0.01600	2.50640
0.01650	2.50675
0.01700	2.50715
0.01750	2.50747
0.01800	2.50783
0.01850	2.50813
0.01900	2.50842
0.01950	2.50872
0.02000	2.50897
0.02050	2.50923
0.02100	2.50947
0.02150	2.50966
0.02200	2.50988
0.02250	2.51006
0.02300	2.51023
0.02350	2.51037
0.02400	2.51051
0.02450	2.51062
0.02500	2.51071
0.02550	2.51080
0.02600	2.51086
0.02650	2.51091
0.02700	2.51093
0.02750	2.51094
0.02800	2.51095
0.02850	2.51093
0.02900	2.51087
0.02950	2.51082
0.03000	2.51075
0.03050	2.51067
0.03100	2.51056
0.03150	2.51042
0.03200	2.51030
0.03250	2.51015
0.03300	2.50996
0.03350	2.50977
0.03400	2.50956
0.03450	2.50936
0.03500	2.50911
0.03550	2.50885
0.03600	2.50858
0.03650	2.50830
0.03700	2.50800
0.03750	2.50769
0.03800	2.50735
0.03850	2.50701
0.03900	2.50664
0.03950	2.50627
0.04000	2.50587
0.04050	2.50545
0.04100	2.50503
0.04150	2.50459
0.04200	2.50415
0.04250	2.50369
0.04300	2.50320
0.04350	2.50271
0.04400	2.50220
0.04450	2.50168
0.04500	2.50114
0.04550	2.50059
0.04600	2.50006
0.04650	2.49946
0.04700	2.49889
0.04750	2.49830
0.04800	2.49767
0.04850	2.49706
0.04900	2.49642
0.04950	2.49578
0.05000	2.49512
0.05050	2.49446
0.05100	2.49378
0.05150	2.49309
0.05200	2.49239
0.05250	2.49169
0.05300	2.49097
0.05350	2.49024
0.05400	2.48949
0.05450	2.48876
0.05500	2.48800
0.05550	2.48724
0.05600	2.48647
0.05650	2.48570
0.05700	2.48491
0.05750	2.48412
0.05800	2.48332
0.05850	2.48251
0.05900	2.48170
0.05950	2.48088
0.06000	2.48005
0.06050	2.47922
0.06100	2.47839
0.06150	2.47754
0.06200	2.47669
0.06250	2.47585
0.06300	2.47499
0.06350	2.47413
0.06400	2.47327
0.06450	2.47241
0.06500	2.47154
0.06550	2.47067
0.06600	2.46979
0.06650	2.46891
0.06700	2.46804
0.06750	2.46716
0.06800	2.46628
0.06850	2.46539
0.06900	2.46451
0.06950	2.46364
0.07000	2.46275
0.07050	2.46187
0.07100	2.46100
0.07150	2.46011
0.07200	2.45922
0.07250	2.45835
0.07300	2.45748
0.07350	2.45660
0.07400	2.45574
0.07450	2.45487
0.07500	2.45400
0.07550	2.45313
0.07600	2.45229
0.07650	2.45142
0.07700	2.45058
0.07750	2.44972
0.07800	2.44888
0.07850	2.44805
